user_id,user_request,intent
u180,Suggest something for breakfast,breakfast_request
u180,Suggest a snack,snack_time
u180,"Hey, Got any paneer dishes?",paneer_craving
u180,"Hey, Craving something with a kick for dinner now",spicy_dinner
u180,Suggest a snack,snack_time
u180,Give me a chicken dish for lunch now,non_veg_lunch
u180,Any evening snack ideas?,snack_time
u180,I want something to munch on,snack_time
u180,Craving something with a kick for dinner,spicy_dinner
u181,Craving something with a kick for dinner,spicy_dinner
u181,I'm craving paneer,paneer_craving
u181,Any evening snack ideas? asap,snack_time
u181,Any spicy dinner ideas? asap,spicy_dinner
u181,Looking for something light and vegetarian,light_veg
u181,Suggest a biryani for lunch,non_veg_lunch
u181,I want something spicy for dinner,spicy_dinner
u181,Craving something with a kick for dinner,spicy_dinner
u181,Suggest a snack,snack_time
u181,"Hey, Suggest a snack!",snack_time
u181,I want something spicy for dinner,spicy_dinner
u181,"Hey, Got any paneer dishes?",paneer_craving
u181,Any healthy veg options?,light_veg
u181,I want something spicy for dinner,spicy_dinner
u181,"Hey, Suggest something for breakfast now",breakfast_request
u181,"Hey, Give me a mild breakfast option asap",breakfast_request
u181,Suggest a snack now,snack_time
u181,Craving something with a kick for dinner,spicy_dinner
u181,Suggest something with paneer,paneer_craving
u181,Suggest a snack please,snack_time
u181,I want something to munch on,snack_time
u181,Give me a chicken dish for lunch,non_veg_lunch
u181,What can I eat for breakfast?,breakfast_request
u181,Craving something with a kick for dinner please,spicy_dinner
u181,I want something to munch on,snack_time
u181,I want non-veg for lunch please,non_veg_lunch
u181,Suggest something with paneer,paneer_craving
u181,Looking for something light and vegetarian,light_veg
u181,"Hey, Suggest a snack!",snack_time
u182,Craving something with a kick for dinner please,spicy_dinner
u182,Suggest a snack,snack_time
u182,Give me a mild breakfast option,breakfast_request
u182,Suggest a snack now,snack_time
u182,Any healthy veg options?,light_veg
u182,"Hey, Suggest a biryani for lunch today",non_veg_lunch
u182,Suggest a light veg dish,light_veg
u182,Suggest a snack,snack_time
u182,Any evening snack ideas? please,snack_time
u182,Suggest a biryani for lunch!,non_veg_lunch
u182,Got any paneer dishes?,paneer_craving
u182,Suggest a light veg dish,light_veg
u182,Looking for something light and vegetarian,light_veg
u182,What can I eat for breakfast?!,breakfast_request
u182,"Hey, Give me a mild breakfast option",breakfast_request
u182,I want non-veg for lunch,non_veg_lunch
u182,I want something to munch on today,snack_time
u182,I want something to munch on,snack_time
u182,I want non-veg for lunch,non_veg_lunch
u182,Any healthy veg options?,light_veg
u182,Looking for something light and vegetarian asap,light_veg
u182,Suggest a snack,snack_time
u182,"Hey, Suggest something for breakfast",breakfast_request
u182,Craving something with a kick for dinner,spicy_dinner
u182,Give me a chicken dish for lunch please,non_veg_lunch
u183,I want non-veg for lunch now,non_veg_lunch
u183,Any healthy veg options?,light_veg
u183,What can I eat for breakfast?,breakfast_request
u183,Looking for something light and vegetarian,light_veg
u183,I'm craving paneer today,paneer_craving
u183,Suggest something for breakfast now,breakfast_request
u183,"Hey, Give me a chicken dish for lunch",non_veg_lunch
u183,Suggest a snack,snack_time
u183,What can I eat for breakfast?,breakfast_request
u183,I want something to munch on today,snack_time
u183,"Hey, Give me a chicken dish for lunch",non_veg_lunch
u183,Looking for something light and vegetarian now,light_veg
u183,What can I eat for breakfast?,breakfast_request
u183,Suggest a light veg dish,light_veg
u183,What can I eat for breakfast?,breakfast_request
u183,I want something spicy for dinner,spicy_dinner
u183,I want non-veg for lunch,non_veg_lunch
u183,"Hey, Any spicy dinner ideas?",spicy_dinner
u183,"Hey, Any healthy veg options?",light_veg
u183,Got any paneer dishes?,paneer_craving
u183,Looking for something light and vegetarian,light_veg
u183,Looking for something light and vegetarian!,light_veg
u183,I want something to munch on,snack_time
u183,Looking for something light and vegetarian,light_veg
u183,Suggest a biryani for lunch now,non_veg_lunch
u183,Give me a chicken dish for lunch,non_veg_lunch
u183,Any spicy dinner ideas?,spicy_dinner
u183,"Hey, Suggest something with paneer now",paneer_craving
u183,Any evening snack ideas?,snack_time
u183,I want something spicy for dinner please,spicy_dinner
u184,"Hey, Looking for something light and vegetarian",light_veg
u184,Suggest a snack,snack_time
u184,Looking for something light and vegetarian,light_veg
u184,Craving something with a kick for dinner,spicy_dinner
u184,What can I eat for breakfast? please,breakfast_request
u184,"Hey, Suggest a snack now",snack_time
u184,"Hey, Suggest something with paneer now",paneer_craving
u184,Give me a mild breakfast option please,breakfast_request
u184,What can I eat for breakfast?,breakfast_request
u184,Any healthy veg options?,light_veg
u184,Suggest a snack,snack_time
u184,Any healthy veg options?,light_veg
u184,Suggest something for breakfast,breakfast_request
u184,Got any paneer dishes?,paneer_craving
u184,"Hey, Suggest a snack",snack_time
u184,I want something to munch on,snack_time
u184,I want something spicy for dinner,spicy_dinner
u184,"Hey, Got any paneer dishes?!",paneer_craving
u184,Give me a chicken dish for lunch now,non_veg_lunch
u184,Suggest a snack,snack_time
u184,"Hey, Give me a mild breakfast option now",breakfast_request
u184,Got any paneer dishes?!,paneer_craving
u184,Give me a chicken dish for lunch please,non_veg_lunch
u184,"Hey, What can I eat for breakfast? please",breakfast_request
u184,Looking for something light and vegetarian,light_veg
u184,I want something spicy for dinner now,spicy_dinner
u184,Any healthy veg options?,light_veg
u185,I want non-veg for lunch,non_veg_lunch
u185,I want something to munch on,snack_time
u185,Suggest something for breakfast,breakfast_request
u185,"Hey, Suggest something for breakfast",breakfast_request
u185,Suggest a biryani for lunch,non_veg_lunch
u185,"Hey, Give me a mild breakfast option",breakfast_request
u185,"Hey, What can I eat for breakfast? please",breakfast_request
u185,I want something to munch on,snack_time
u185,"Hey, Suggest a biryani for lunch",non_veg_lunch
u185,Suggest something for breakfast,breakfast_request
u185,"Hey, Suggest a snack!",snack_time
u185,Any healthy veg options? asap,light_veg
u185,Any spicy dinner ideas?!,spicy_dinner
u185,I want something spicy for dinner,spicy_dinner
u185,"Hey, Suggest a light veg dish",light_veg
u185,"Hey, Any healthy veg options?",light_veg
u185,"Hey, I'm craving paneer",paneer_craving
u185,Got any paneer dishes?,paneer_craving
u185,Suggest something for breakfast today,breakfast_request
u185,Any healthy veg options? please,light_veg
u185,I'm craving paneer today,paneer_craving
u185,Any healthy veg options?,light_veg
u185,Give me a chicken dish for lunch,non_veg_lunch
u185,I want something spicy for dinner,spicy_dinner
u185,What can I eat for breakfast? please,breakfast_request
u185,Looking for something light and vegetarian,light_veg
u185,Suggest something for breakfast,breakfast_request
u185,What can I eat for breakfast? asap,breakfast_request
u186,"Hey, Suggest something for breakfast!",breakfast_request
u186,What can I eat for breakfast?,breakfast_request
u186,Craving something with a kick for dinner,spicy_dinner
u186,"Hey, Any evening snack ideas?!",snack_time
u186,Give me a chicken dish for lunch,non_veg_lunch
u186,I want something to munch on!,snack_time
u186,Give me a chicken dish for lunch today,non_veg_lunch
u186,Any healthy veg options? please,light_veg
u186,I want something to munch on,snack_time
u186,Craving something with a kick for dinner today,spicy_dinner
u186,"Hey, What can I eat for breakfast? please",breakfast_request
u186,Suggest a snack,snack_time
u186,I'm craving paneer,paneer_craving
u186,Suggest a biryani for lunch,non_veg_lunch
u186,Give me a mild breakfast option!,breakfast_request
u186,I want something spicy for dinner asap,spicy_dinner
u186,Suggest something with paneer,paneer_craving
u186,Got any paneer dishes?,paneer_craving
u186,Give me a chicken dish for lunch,non_veg_lunch
u186,Any spicy dinner ideas?,spicy_dinner
u186,I want non-veg for lunch,non_veg_lunch
u186,I want non-veg for lunch!,non_veg_lunch
u186,Looking for something light and vegetarian!,light_veg
u186,Looking for something light and vegetarian,light_veg
u186,"Hey, What can I eat for breakfast?",breakfast_request
u186,Suggest a light veg dish please,light_veg
u186,Give me a mild breakfast option,breakfast_request
u186,Suggest something with paneer,paneer_craving
u187,I want something to munch on today,snack_time
u187,"Hey, Got any paneer dishes?!",paneer_craving
u187,Got any paneer dishes?,paneer_craving
u187,Suggest something for breakfast today,breakfast_request
u187,I want something spicy for dinner,spicy_dinner
u187,"Hey, Suggest a snack",snack_time
u187,Give me a chicken dish for lunch now,non_veg_lunch
u187,Any evening snack ideas?,snack_time
u187,"Hey, Suggest a snack",snack_time
u187,Suggest a snack,snack_time
u187,Give me a mild breakfast option now,breakfast_request
u187,What can I eat for breakfast?,breakfast_request
u187,"Hey, Suggest something for breakfast",breakfast_request
u187,Any spicy dinner ideas?,spicy_dinner
u187,Looking for something light and vegetarian,light_veg
u187,I want non-veg for lunch,non_veg_lunch
u187,"Hey, Craving something with a kick for dinner",spicy_dinner
u187,Craving something with a kick for dinner,spicy_dinner
u187,Got any paneer dishes? now,paneer_craving
u187,Any spicy dinner ideas?,spicy_dinner
u187,Any evening snack ideas? asap,snack_time
u187,Suggest a light veg dish,light_veg
u187,I want something spicy for dinner,spicy_dinner
u187,Suggest something with paneer,paneer_craving
u187,What can I eat for breakfast? now,breakfast_request
u187,Suggest a light veg dish,light_veg
u187,"Hey, Any evening snack ideas?",snack_time
u187,Looking for something light and vegetarian please,light_veg
u187,Suggest a biryani for lunch,non_veg_lunch
u188,Craving something with a kick for dinner,spicy_dinner
u188,I'm craving paneer asap,paneer_craving
u188,Suggest something for breakfast,breakfast_request
u188,Give me a mild breakfast option,breakfast_request
u188,Craving something with a kick for dinner,spicy_dinner
u188,"Hey, Any spicy dinner ideas?",spicy_dinner
u188,I want something to munch on now,snack_time
u188,I want something to munch on please,snack_time
u188,"Hey, Any spicy dinner ideas?",spicy_dinner
u188,Suggest something with paneer,paneer_craving
u188,Suggest a light veg dish asap,light_veg
u188,I want something to munch on,snack_time
u188,Looking for something light and vegetarian,light_veg
u188,Craving something with a kick for dinner asap,spicy_dinner
u188,"Hey, Suggest a biryani for lunch please",non_veg_lunch
u188,I want non-veg for lunch,non_veg_lunch
u188,Suggest a biryani for lunch,non_veg_lunch
u188,Any evening snack ideas?,snack_time
u188,Got any paneer dishes?,paneer_craving
u188,"Hey, Suggest a biryani for lunch asap",non_veg_lunch
u188,"Hey, Craving something with a kick for dinner",spicy_dinner
u188,"Hey, I want non-veg for lunch asap",non_veg_lunch
u188,"Hey, Any evening snack ideas?",snack_time
u188,Give me a mild breakfast option now,breakfast_request
u188,Any evening snack ideas?,snack_time
u188,What can I eat for breakfast?,breakfast_request
u188,Any spicy dinner ideas?,spicy_dinner
u188,Suggest a biryani for lunch today,non_veg_lunch
u189,Suggest a biryani for lunch,non_veg_lunch
u189,Give me a mild breakfast option,breakfast_request
u189,Suggest something with paneer today,paneer_craving
u189,Any evening snack ideas?,snack_time
u189,Looking for something light and vegetarian,light_veg
u189,"Hey, Suggest a snack",snack_time
u189,"Hey, Any healthy veg options?",light_veg
u189,Suggest a light veg dish,light_veg
u189,I'm craving paneer,paneer_craving
u189,Suggest a biryani for lunch,non_veg_lunch
u189,Got any paneer dishes?,paneer_craving
u189,Suggest a snack,snack_time
u189,Any healthy veg options?,light_veg
u189,I'm craving paneer,paneer_craving
u189,"Hey, Any evening snack ideas?",snack_time
u189,I want non-veg for lunch,non_veg_lunch
u189,What can I eat for breakfast?,breakfast_request
u189,Suggest something with paneer,paneer_craving
u189,Any spicy dinner ideas?,spicy_dinner
u189,Any spicy dinner ideas?,spicy_dinner
u189,I want something to munch on,snack_time
u189,Looking for something light and vegetarian asap,light_veg
u189,What can I eat for breakfast?,breakfast_request
u189,Give me a chicken dish for lunch please,non_veg_lunch
u189,Suggest something for breakfast,breakfast_request
u189,Looking for something light and vegetarian now,light_veg
u189,Any evening snack ideas?,snack_time
u189,"Hey, I'm craving paneer now",paneer_craving
u189,Craving something with a kick for dinner,spicy_dinner
u189,Suggest something for breakfast please,breakfast_request
u190,"Hey, Give me a chicken dish for lunch!",non_veg_lunch
u190,Give me a chicken dish for lunch today,non_veg_lunch
u190,Suggest something for breakfast,breakfast_request
u190,"Hey, Suggest a light veg dish",light_veg
u190,Suggest a light veg dish,light_veg
u190,I want something spicy for dinner,spicy_dinner
u190,"Hey, Suggest something for breakfast",breakfast_request
u190,Suggest a biryani for lunch!,non_veg_lunch
u190,Suggest a snack!,snack_time
u190,Give me a chicken dish for lunch asap,non_veg_lunch
u190,Give me a chicken dish for lunch!,non_veg_lunch
u190,"Hey, Suggest a snack",snack_time
u190,Suggest something for breakfast please,breakfast_request
u190,Suggest something with paneer,paneer_craving
u190,"Hey, Any healthy veg options?",light_veg
u190,"Hey, Any evening snack ideas?!",snack_time
u190,I want something spicy for dinner,spicy_dinner
u190,"Hey, Give me a mild breakfast option",breakfast_request
u190,I want something spicy for dinner,spicy_dinner
u190,"Hey, Got any paneer dishes? now",paneer_craving
u190,I want non-veg for lunch,non_veg_lunch
u190,Give me a mild breakfast option asap,breakfast_request
u190,Suggest a biryani for lunch,non_veg_lunch
u190,Any evening snack ideas?,snack_time
u190,"Hey, What can I eat for breakfast?",breakfast_request
u190,Any evening snack ideas?,snack_time
u190,"Hey, I'm craving paneer asap",paneer_craving
u191,"Hey, Looking for something light and vegetarian",light_veg
u191,Any evening snack ideas? now,snack_time
u191,Give me a chicken dish for lunch,non_veg_lunch
u191,What can I eat for breakfast? now,breakfast_request
u191,Craving something with a kick for dinner!,spicy_dinner
u191,Craving something with a kick for dinner,spicy_dinner
u191,I want non-veg for lunch,non_veg_lunch
u191,I want something to munch on now,snack_time
u191,What can I eat for breakfast?!,breakfast_request
u191,Suggest a light veg dish now,light_veg
u191,What can I eat for breakfast? please,breakfast_request
u191,Any healthy veg options?,light_veg
u191,Any evening snack ideas? asap,snack_time
u191,Give me a mild breakfast option,breakfast_request
u191,I'm craving paneer,paneer_craving
u191,Suggest something for breakfast,breakfast_request
u191,"Hey, Any evening snack ideas? please",snack_time
u191,I'm craving paneer,paneer_craving
u191,Craving something with a kick for dinner,spicy_dinner
u191,"Hey, Give me a chicken dish for lunch!",non_veg_lunch
u191,What can I eat for breakfast?,breakfast_request
u191,Craving something with a kick for dinner today,spicy_dinner
u191,Looking for something light and vegetarian asap,light_veg
u191,Any spicy dinner ideas?,spicy_dinner
u191,Suggest something with paneer,paneer_craving
u192,Suggest something with paneer,paneer_craving
u192,Give me a mild breakfast option,breakfast_request
u192,Suggest a snack,snack_time
u192,Any evening snack ideas?,snack_time
u192,Suggest something for breakfast!,breakfast_request
u192,What can I eat for breakfast?,breakfast_request
u192,Suggest a light veg dish,light_veg
u192,Any evening snack ideas?,snack_time
u192,Give me a mild breakfast option now,breakfast_request
u192,Give me a chicken dish for lunch,non_veg_lunch
u192,I'm craving paneer,paneer_craving
u192,Any spicy dinner ideas?,spicy_dinner
u192,Suggest a light veg dish,light_veg
u192,"Hey, Suggest a light veg dish",light_veg
u192,Suggest a biryani for lunch,non_veg_lunch
u192,Any healthy veg options?,light_veg
u192,Suggest a biryani for lunch,non_veg_lunch
u192,I want something spicy for dinner please,spicy_dinner
u192,Craving something with a kick for dinner now,spicy_dinner
u192,Craving something with a kick for dinner,spicy_dinner
u192,Craving something with a kick for dinner,spicy_dinner
u192,"Hey, Any spicy dinner ideas?!",spicy_dinner
u192,"Hey, Any spicy dinner ideas?",spicy_dinner
u192,What can I eat for breakfast? please,breakfast_request
u192,"Hey, Suggest something with paneer",paneer_craving
u192,I want non-veg for lunch,non_veg_lunch
u192,"Hey, Got any paneer dishes?",paneer_craving
u193,"Hey, Suggest a light veg dish",light_veg
u193,Craving something with a kick for dinner,spicy_dinner
u193,Suggest a snack,snack_time
u193,I want non-veg for lunch,non_veg_lunch
u193,"Hey, Suggest something for breakfast",breakfast_request
u193,Suggest something for breakfast,breakfast_request
u193,I want non-veg for lunch,non_veg_lunch
u193,Craving something with a kick for dinner please,spicy_dinner
u193,"Hey, What can I eat for breakfast? please",breakfast_request
u193,Any spicy dinner ideas? today,spicy_dinner
u193,Looking for something light and vegetarian,light_veg
u193,"Hey, Craving something with a kick for dinner",spicy_dinner
u193,Craving something with a kick for dinner!,spicy_dinner
u193,Looking for something light and vegetarian,light_veg
u193,"Hey, Suggest a snack",snack_time
u193,Give me a mild breakfast option,breakfast_request
u193,Give me a chicken dish for lunch,non_veg_lunch
u193,Suggest something with paneer,paneer_craving
u193,Suggest a snack,snack_time
u193,Got any paneer dishes?,paneer_craving
u193,"Hey, I want non-veg for lunch",non_veg_lunch
u193,I'm craving paneer,paneer_craving
u193,I want something to munch on today,snack_time
u193,I want something to munch on,snack_time
u193,Craving something with a kick for dinner,spicy_dinner
u193,Got any paneer dishes?,paneer_craving
u194,Suggest a snack,snack_time
u194,Give me a chicken dish for lunch,non_veg_lunch
u194,I want something spicy for dinner asap,spicy_dinner
u194,Suggest a snack,snack_time
u194,Any spicy dinner ideas?,spicy_dinner
u194,"Hey, I want something spicy for dinner",spicy_dinner
u194,Give me a mild breakfast option,breakfast_request
u194,I want something spicy for dinner,spicy_dinner
u194,Suggest a snack,snack_time
u194,I'm craving paneer,paneer_craving
u194,Craving something with a kick for dinner,spicy_dinner
u194,What can I eat for breakfast? now,breakfast_request
u194,Any spicy dinner ideas? now,spicy_dinner
u194,I want something spicy for dinner,spicy_dinner
u194,"Hey, Suggest a light veg dish",light_veg
u194,I'm craving paneer today,paneer_craving
u194,Any healthy veg options?,light_veg
u194,I want something to munch on!,snack_time
u194,Suggest a snack,snack_time
u194,I want something to munch on,snack_time
u194,Suggest a snack,snack_time
u194,Suggest a snack,snack_time
u194,Suggest a snack,snack_time
u194,Suggest a light veg dish now,light_veg
u194,"Hey, I want non-veg for lunch",non_veg_lunch
u194,Suggest a snack,snack_time
u194,I'm craving paneer,paneer_craving
u195,I want something spicy for dinner,spicy_dinner
u195,Suggest something for breakfast now,breakfast_request
u195,"Hey, Suggest a light veg dish!",light_veg
u195,"Hey, Give me a mild breakfast option now",breakfast_request
u195,Suggest a light veg dish,light_veg
u195,Craving something with a kick for dinner,spicy_dinner
u195,Give me a chicken dish for lunch,non_veg_lunch
u195,Suggest a biryani for lunch today,non_veg_lunch
u195,Suggest something for breakfast,breakfast_request
u195,Any evening snack ideas? please,snack_time
u195,What can I eat for breakfast?,breakfast_request
u195,"Hey, Suggest a snack today",snack_time
u195,What can I eat for breakfast?,breakfast_request
u195,Craving something with a kick for dinner,spicy_dinner
u195,Craving something with a kick for dinner,spicy_dinner
u195,Any spicy dinner ideas?,spicy_dinner
u195,What can I eat for breakfast?!,breakfast_request
u195,Got any paneer dishes?,paneer_craving
u195,Give me a mild breakfast option!,breakfast_request
u195,Suggest something with paneer,paneer_craving
u195,Any spicy dinner ideas?,spicy_dinner
u195,Suggest a biryani for lunch,non_veg_lunch
u195,Suggest a light veg dish,light_veg
u195,Any healthy veg options? asap,light_veg
u195,Suggest something for breakfast!,breakfast_request
u195,Give me a chicken dish for lunch,non_veg_lunch
u196,"Hey, Got any paneer dishes?",paneer_craving
u196,Suggest a light veg dish,light_veg
u196,"Hey, Any evening snack ideas?",snack_time
u196,Suggest something for breakfast please,breakfast_request
u196,Suggest a light veg dish now,light_veg
u196,Give me a mild breakfast option,breakfast_request
u196,Suggest something with paneer,paneer_craving
u196,Got any paneer dishes? asap,paneer_craving
u196,Suggest a light veg dish,light_veg
u196,I want non-veg for lunch asap,non_veg_lunch
u196,"Hey, Give me a chicken dish for lunch",non_veg_lunch
u196,Suggest a biryani for lunch,non_veg_lunch
u196,Any healthy veg options?,light_veg
u196,"Hey, I want something to munch on",snack_time
u196,What can I eat for breakfast?,breakfast_request
u196,Got any paneer dishes? please,paneer_craving
u196,Give me a chicken dish for lunch,non_veg_lunch
u196,Got any paneer dishes? please,paneer_craving
u196,Suggest something for breakfast,breakfast_request
u196,Looking for something light and vegetarian,light_veg
u196,I want non-veg for lunch,non_veg_lunch
u196,I want something to munch on,snack_time
u196,Suggest a light veg dish please,light_veg
u196,Any spicy dinner ideas?,spicy_dinner
u196,I want something to munch on today,snack_time
u196,"Hey, What can I eat for breakfast?",breakfast_request
u196,Give me a mild breakfast option,breakfast_request
u196,Suggest something for breakfast,breakfast_request
u196,"Hey, Got any paneer dishes?",paneer_craving
u197,Suggest something for breakfast today,breakfast_request
u197,Suggest a light veg dish please,light_veg
u197,Any evening snack ideas?,snack_time
u197,Any evening snack ideas?,snack_time
u197,Craving something with a kick for dinner,spicy_dinner
u197,Suggest something with paneer,paneer_craving
u197,I want non-veg for lunch,non_veg_lunch
u197,Give me a mild breakfast option,breakfast_request
u197,Suggest something for breakfast,breakfast_request
u197,Give me a mild breakfast option,breakfast_request
u197,"Hey, Got any paneer dishes?!",paneer_craving
u197,Got any paneer dishes? asap,paneer_craving
u197,Suggest a light veg dish!,light_veg
u197,I'm craving paneer,paneer_craving
u197,Any spicy dinner ideas?,spicy_dinner
u197,I'm craving paneer today,paneer_craving
u197,Give me a mild breakfast option,breakfast_request
u197,Any spicy dinner ideas?!,spicy_dinner
u197,Give me a mild breakfast option,breakfast_request
u197,I'm craving paneer,paneer_craving
u197,Got any paneer dishes?,paneer_craving
u197,Suggest a snack,snack_time
u197,Looking for something light and vegetarian,light_veg
u197,"Hey, What can I eat for breakfast?",breakfast_request
u197,Suggest something with paneer today,paneer_craving
u197,Any spicy dinner ideas? please,spicy_dinner
u197,Got any paneer dishes?,paneer_craving
u197,Any evening snack ideas?,snack_time
u197,Looking for something light and vegetarian,light_veg
u197,I want something spicy for dinner asap,spicy_dinner
u198,Suggest a biryani for lunch,non_veg_lunch
u198,Suggest something with paneer asap,paneer_craving
u198,I want something spicy for dinner,spicy_dinner
u198,Any evening snack ideas? today,snack_time
u198,What can I eat for breakfast?,breakfast_request
u198,Got any paneer dishes?!,paneer_craving
u198,Any healthy veg options?,light_veg
u198,Suggest something with paneer,paneer_craving
u198,"Hey, Any spicy dinner ideas?",spicy_dinner
u198,What can I eat for breakfast? asap,breakfast_request
u198,Suggest something for breakfast!,breakfast_request
u198,Any spicy dinner ideas?,spicy_dinner
u198,Give me a chicken dish for lunch please,non_veg_lunch
u198,"Hey, Any evening snack ideas?",snack_time
u198,Give me a chicken dish for lunch,non_veg_lunch
u198,Give me a mild breakfast option,breakfast_request
u198,I want non-veg for lunch today,non_veg_lunch
u198,"Hey, Suggest a light veg dish",light_veg
u198,What can I eat for breakfast?,breakfast_request
u198,Looking for something light and vegetarian!,light_veg
u198,"Hey, Got any paneer dishes?",paneer_craving
u198,What can I eat for breakfast?,breakfast_request
u198,"Hey, Craving something with a kick for dinner",spicy_dinner
u198,Suggest something for breakfast please,breakfast_request
u198,Give me a chicken dish for lunch,non_veg_lunch
u198,I want something to munch on,snack_time
u198,Suggest a biryani for lunch please,non_veg_lunch
u199,Give me a chicken dish for lunch,non_veg_lunch
u199,Any evening snack ideas?,snack_time
u199,Suggest something with paneer,paneer_craving
u199,Give me a chicken dish for lunch,non_veg_lunch
u199,I want non-veg for lunch,non_veg_lunch
u199,Suggest a biryani for lunch please,non_veg_lunch
u199,Give me a mild breakfast option now,breakfast_request
u199,Suggest something with paneer,paneer_craving
u199,"Hey, Craving something with a kick for dinner",spicy_dinner
u199,Suggest a snack asap,snack_time
u199,Suggest something for breakfast,breakfast_request
u199,I want something spicy for dinner,spicy_dinner
u199,I'm craving paneer today,paneer_craving
u199,"Hey, I'm craving paneer",paneer_craving
u199,"Hey, I want non-veg for lunch",non_veg_lunch
u199,Any evening snack ideas?,snack_time
u199,I want something to munch on,snack_time
u199,Suggest something with paneer now,paneer_craving
u199,Suggest something for breakfast,breakfast_request
u199,Craving something with a kick for dinner now,spicy_dinner
u199,"Hey, Any spicy dinner ideas? asap",spicy_dinner
u199,Any spicy dinner ideas?,spicy_dinner
u199,Suggest a light veg dish,light_veg
u199,Suggest a snack now,snack_time
u199,Suggest a snack,snack_time
u200,"Hey, Got any paneer dishes?",paneer_craving
u200,Suggest something with paneer now,paneer_craving
u200,Looking for something light and vegetarian,light_veg
u200,"Hey, Suggest a snack",snack_time
u200,Any healthy veg options?,light_veg
u200,Looking for something light and vegetarian,light_veg
u200,Give me a chicken dish for lunch,non_veg_lunch
u200,Suggest something with paneer,paneer_craving
u200,"Hey, Any healthy veg options? asap",light_veg
u200,Suggest something with paneer,paneer_craving
u200,I want something spicy for dinner,spicy_dinner
u200,Looking for something light and vegetarian,light_veg
u200,Any spicy dinner ideas?,spicy_dinner
u200,"Hey, I want something to munch on asap",snack_time
u200,I want something to munch on,snack_time
u200,Any healthy veg options? today,light_veg
u200,I'm craving paneer asap,paneer_craving
u200,Suggest something with paneer,paneer_craving
u200,Suggest a biryani for lunch,non_veg_lunch
u200,Give me a chicken dish for lunch,non_veg_lunch
u200,Any healthy veg options?,light_veg
u200,Give me a chicken dish for lunch,non_veg_lunch
u200,Any spicy dinner ideas?,spicy_dinner
u200,Suggest something with paneer asap,paneer_craving
u200,"Hey, Suggest a snack",snack_time
u200,"Hey, Any evening snack ideas?",snack_time
u200,Suggest something with paneer,paneer_craving
u201,I want something spicy for dinner,spicy_dinner
u201,Suggest something for breakfast,breakfast_request
u201,Suggest a snack,snack_time
u201,Any healthy veg options? please,light_veg
u201,Looking for something light and vegetarian today,light_veg
u201,Any evening snack ideas?,snack_time
u201,Give me a chicken dish for lunch today,non_veg_lunch
u201,Any healthy veg options?,light_veg
u201,Give me a mild breakfast option,breakfast_request
u201,Give me a chicken dish for lunch,non_veg_lunch
u201,"Hey, I want non-veg for lunch!",non_veg_lunch
u201,"Hey, Suggest a biryani for lunch",non_veg_lunch
u201,What can I eat for breakfast?!,breakfast_request
u201,Any spicy dinner ideas?,spicy_dinner
u201,Suggest something for breakfast,breakfast_request
u201,I'm craving paneer please,paneer_craving
u201,Any healthy veg options?,light_veg
u201,I want non-veg for lunch now,non_veg_lunch
u201,I want something to munch on,snack_time
u201,"Hey, I want something spicy for dinner",spicy_dinner
u201,Any spicy dinner ideas? now,spicy_dinner
u201,What can I eat for breakfast?!,breakfast_request
u201,Looking for something light and vegetarian,light_veg
u201,Suggest a snack asap,snack_time
u201,Got any paneer dishes?,paneer_craving
u201,"Hey, Any healthy veg options?",light_veg
u201,I want something to munch on,snack_time
u201,"Hey, Suggest a snack",snack_time
u201,Give me a chicken dish for lunch,non_veg_lunch
u201,Suggest something with paneer!,paneer_craving
u202,Craving something with a kick for dinner,spicy_dinner
u202,Suggest something with paneer please,paneer_craving
u202,Got any paneer dishes?,paneer_craving
u202,Any evening snack ideas?,snack_time
u202,I want non-veg for lunch please,non_veg_lunch
u202,Suggest a light veg dish,light_veg
u202,Any spicy dinner ideas?,spicy_dinner
u202,I want something to munch on,snack_time
u202,What can I eat for breakfast?,breakfast_request
u202,Suggest a light veg dish asap,light_veg
u202,Suggest a snack,snack_time
u202,Any healthy veg options? today,light_veg
u202,Suggest a snack,snack_time
u202,Suggest a biryani for lunch,non_veg_lunch
u202,Any spicy dinner ideas?,spicy_dinner
u202,"Hey, I want something spicy for dinner",spicy_dinner
u202,"Hey, Suggest a light veg dish",light_veg
u202,Craving something with a kick for dinner now,spicy_dinner
u202,"Hey, I want something to munch on asap",snack_time
u202,Give me a chicken dish for lunch,non_veg_lunch
u202,I'm craving paneer asap,paneer_craving
u202,"Hey, Suggest a light veg dish",light_veg
u202,What can I eat for breakfast? now,breakfast_request
u202,I want something spicy for dinner,spicy_dinner
u202,Looking for something light and vegetarian now,light_veg
u202,I want something to munch on,snack_time
u202,Looking for something light and vegetarian,light_veg
u202,Any spicy dinner ideas?,spicy_dinner
u202,I want non-veg for lunch,non_veg_lunch
u202,What can I eat for breakfast?,breakfast_request
u203,What can I eat for breakfast?,breakfast_request
u203,What can I eat for breakfast?,breakfast_request
u203,Suggest a snack,snack_time
u203,Suggest a biryani for lunch please,non_veg_lunch
u203,Any evening snack ideas?,snack_time
u203,"Hey, I want non-veg for lunch!",non_veg_lunch
u203,Suggest something for breakfast asap,breakfast_request
u203,Suggest something with paneer please,paneer_craving
u203,Looking for something light and vegetarian,light_veg
u203,"Hey, Suggest something for breakfast",breakfast_request
